explained_variance,policy_loss,value_loss,fps,ep_reward_mean,ep_len_mean,time_elapsed,approxkl,total_timesteps,clipfrac,serial_timesteps,n_updates,policy_entropy
0.5926463603973389,-0.0004909282,3.412168e-05,246,0.00029184,1500.0,1273.5390150547028,0.004468903,329728,0.05390625,329728,161,0.7539037
0.5480005741119385,-3.6340476e-05,8.375343e-07,258,0.00029146,1500.0,1281.8400738239288,0.0039384025,331776,0.042675782,331776,162,0.74726593
0.6705957055091858,-0.0012985667,1.3191128e-07,252,0.00029126,1500.0,1289.7601432800293,0.00458257,333824,0.050048828,333824,163,0.7305386
0.6494673788547516,0.0011220322,6.830116e-08,260,0.00029104999999999995,1500.0,1297.879019498825,0.0041819424,335872,0.04550781,335872,164,0.716828
0.6476285457611084,0.00042406004,1.567581e-07,266,0.00029063999999999994,1500.0,1305.745112657547,0.003338992,337920,0.032177735,337920,165,0.70635974
0.7333200573921204,-0.00021349793,8.673037e-08,257,0.00029039999999999996,1500.0,1313.444880247116,0.003910601,339968,0.043066405,339968,166,0.6965625
0.6230741441249847,0.00093936117,6.896713e-08,255,0.00029008999999999996,1500.0,1321.3965606689453,0.0043977564,342016,0.052441407,342016,167,0.6926568
0.7252331674098969,-0.0014617506,8.615375e-08,252,0.00028987,1500.0,1329.421545267105,0.004865922,344064,0.055615235,344064,168,0.6915411
0.6560243964195251,-0.0017564474,3.1585654e-07,249,0.00028969,1500.0,1337.5425035953522,0.0044333567,346112,0.052441407,346112,169,0.6832118
0.7616553902626038,-0.0004532878,1.8144998e-08,262,0.00028931000000000003,1500.0,1345.7447047233582,0.0045646997,348160,0.05419922,348160,170,0.67403215
0.624025970697403,-0.0009786189,3.397019e-08,258,0.00028922,1500.0,1353.5526034832,0.005099565,350208,0.06088867,350208,171,0.6661952
0.6349089443683624,-0.0006365219,3.2337e-06,251,0.00028909,1500.0,1361.47256731987,0.003938329,352256,0.045214843,352256,172,0.6650077
0.31052136421203613,-0.00019560505,3.795642e-08,249,0.00028885,1500.0,1369.6088321208954,0.0035791774,354304,0.03564453,354304,173,0.66532975
0.3481432795524597,0.0019814689,1.117248e-06,255,0.00028884000000000006,1500.0,1377.8316521644592,0.0030888831,356352,0.031298827,356352,174,0.66528
0.49833738803863525,-8.337319e-05,4.3563335e-07,255,0.00028866,1500.0,1385.8518888950348,0.0031890615,358400,0.03334961,358400,175,0.66779506
0.04997915029525757,-0.0011582008,9.874287e-08,247,0.00028848999999999997,1500.0,1393.876472711563,0.003570139,360448,0.03984375,360448,176,0.667935
0.302154004573822,-0.00020836065,1.6632608e-05,257,0.00028847000000000003,1500.0,1402.1600606441498,0.0042964993,362496,0.047949217,362496,177,0.6636398
0.24506962299346924,5.588436e-05,2.8072881e-08,253,0.00028838000000000003,1500.0,1410.1325950622559,0.0044668685,364544,0.051220704,364544,178,0.66094005
